Date,Year,Month,State_UT,OMC,Fuel_Station_ID,Petrol_Sales_KL,Ethanol_Blended_KL,Blending_Percentage,Feedstock,CO2_Reduction_Tonnes,Import_Savings_INR
2022-10-01,2022,10,Arunachal Pradesh,IOC,FS100232,75779,6388.17,8.43,Sugarcane,11179.3,351349.35
2022-11-01,2022,11,Arunachal Pradesh,BPCL,FS100233,40265,4662.69,11.58,Maize,8159.71,256447.95
2022-12-01,2022,12,Arunachal Pradesh,IOC,FS100234,63180,5528.25,8.75,Broken Rice,9674.44,304053.75
2023-01-01,2023,1,Arunachal Pradesh,HPCL,FS100235,79907,10899.31,13.64,Broken Rice,19073.79,599462.05
2023-02-01,2023,2,Arunachal Pradesh,IOC,FS100236,28103,3580.32,12.74,Molasses,6265.56,196917.6
2023-03-01,2023,3,Arunachal Pradesh,IOC,FS100237,22382,4812.13,21.5,Sugarcane,8421.23,264667.15
2023-04-01,2023,4,Arunachal Pradesh,IOC,FS100238,79315,10009.55,12.62,Maize,17516.71,550525.25
2023-05-01,2023,5,Arunachal Pradesh,HPCL,FS100239,22153,2638.42,11.91,Maize,4617.24,145113.1
2023-06-01,2023,6,Arunachal Pradesh,BPCL,FS100240,10443,898.1,8.6,Maize,1571.67,49395.5
2023-07-01,2023,7,Arunachal Pradesh,BPCL,FS100241,25368,591.07,2.33,Sugarcane,1034.37,32508.85
2023-08-01,2023,8,Arunachal Pradesh,IOC,FS100242,47915,7335.79,15.31,Broken Rice,12837.63,403468.45
2023-09-01,2023,9,Arunachal Pradesh,IOC,FS100243,61028,11808.92,19.35,Molasses,20665.61,649490.6
2023-10-01,2023,10,Arunachal Pradesh,HPCL,FS100244,63176,6229.15,9.86,Maize,10901.01,342603.25
2023-11-01,2023,11,Arunachal Pradesh,BPCL,FS100245,52327,9523.51,18.2,Broken Rice,16666.14,523793.05
2023-12-01,2023,12,Arunachal Pradesh,IOC,FS100246,55523,5419.04,9.76,Maize,9483.32,298047.2
2024-01-01,2024,1,Arunachal Pradesh,BPCL,FS100247,27256,3559.63,13.06,Broken Rice,6229.35,195779.65
2024-02-01,2024,2,Arunachal Pradesh,IOC,FS100248,71374,7115.99,9.97,Broken Rice,12452.98,391379.45
2024-03-01,2024,3,Arunachal Pradesh,IOC,FS100249,64264,7563.87,11.77,Broken Rice,13236.77,416012.85
2024-04-01,2024,4,Arunachal Pradesh,IOC,FS100250,21224,4077.13,19.21,Sugarcane,7134.98,224242.15
2024-05-01,2024,5,Arunachal Pradesh,HPCL,FS100251,71731,8830.09,12.31,Broken Rice,15452.66,485654.95
2024-06-01,2024,6,Arunachal Pradesh,IOC,FS100252,16666,2421.57,14.53,Maize,4237.75,133186.35
2024-07-01,2024,7,Arunachal Pradesh,BPCL,FS100253,44368,8549.71,19.27,Broken Rice,14961.99,470234.05
2024-08-01,2024,8,Arunachal Pradesh,HPCL,FS100254,75526,7235.39,9.58,Broken Rice,12661.93,397946.45
2024-09-01,2024,9,Arunachal Pradesh,BPCL,FS100255,54240,8125.15,14.98,Sugarcane,14219.01,446883.25
2024-10-01,2024,10,Arunachal Pradesh,IOC,FS100256,18395,3954.92,21.5,Sugarcane,6921.11,217520.6
2024-11-01,2024,11,Arunachal Pradesh,BPCL,FS100257,35696,7674.64,21.5,Sugarcane,13430.62,422105.2
2024-12-01,2024,12,Arunachal Pradesh,HPCL,FS100258,70823,8059.66,11.38,Sugarcane,14104.4,443281.3
2025-01-01,2025,1,Arunachal Pradesh,IOC,FS100259,9759,1765.4,18.09,Broken Rice,3089.45,97097.0
2025-02-01,2025,2,Arunachal Pradesh,IOC,FS100260,66066,9209.6,13.94,Maize,16116.8,506528.0
2025-03-01,2025,3,Arunachal Pradesh,BPCL,FS100261,10717,2304.15,21.5,Molasses,4032.26,126728.25
2025-04-01,2025,4,Arunachal Pradesh,IOC,FS100262,26449,5020.02,18.98,Sugarcane,8785.03,276101.1
2025-05-01,2025,5,Arunachal Pradesh,IOC,FS100263,46258,7193.12,15.55,Maize,12587.96,395621.6
2025-06-01,2025,6,Arunachal Pradesh,HPCL,FS100264,34737,482.84,1.39,Maize,844.97,26556.2
2025-07-01,2025,7,Arunachal Pradesh,BPCL,FS100265,33522,7207.23,21.5,Maize,12612.65,396397.65
2025-08-01,2025,8,Arunachal Pradesh,HPCL,FS100266,48806,10322.47,21.15,Molasses,18064.32,567735.85
2025-09-01,2025,9,Arunachal Pradesh,HPCL,FS100267,60603,10599.46,17.49,Molasses,18549.06,582970.3
2025-10-01,2025,10,Arunachal Pradesh,IOC,FS100268,63106,11024.62,17.47,Broken Rice,19293.09,606354.1
2025-11-01,2025,11,Arunachal Pradesh,HPCL,FS100269,71230,15314.45,21.5,Broken Rice,26800.29,842294.75
2025-12-01,2025,12,Arunachal Pradesh,IOC,FS100270,47986,9530.02,19.86,Molasses,16677.53,524151.1
2026-01-01,2026,1,Arunachal Pradesh,IOC,FS100271,72929,13922.15,19.09,Molasses,24363.76,765718.25
2026-02-01,2026,2,Arunachal Pradesh,HPCL,FS100272,20175,4053.16,20.09,Molasses,7093.03,222923.8
2026-03-01,2026,3,Arunachal Pradesh,IOC,FS100273,74358,15191.34,20.43,Maize,26584.85,835523.7
2026-04-01,2026,4,Arunachal Pradesh,BPCL,FS100274,68500,14727.5,21.5,Broken Rice,25773.12,810012.5
2026-05-01,2026,5,Arunachal Pradesh,HPCL,FS100275,44220,9507.3,21.5,Molasses,16637.77,522901.5
2026-06-01,2026,6,Arunachal Pradesh,HPCL,FS100276,50880,10939.2,21.5,Molasses,19143.6,601656.0
2026-07-01,2026,7,Arunachal Pradesh,HPCL,FS100277,23358,5021.97,21.5,Sugarcane,8788.45,276208.35
2015-01-01,2015,1,Assam,BPCL,FS100278,22596,205.62,0.91,Broken Rice,359.84,11309.1
2015-02-01,2015,2,Assam,IOC,FS100279,9279,224.55,2.42,Maize,392.96,12350.25
2015-03-01,2015,3,Assam,BPCL,FS100280,25771,198.44,0.77,Sugarcane,347.27,10914.2
2015-04-01,2015,4,Assam,IOC,FS100281,56285,911.82,1.62,Maize,1595.69,50150.1
2015-05-01,2015,5,Assam,HPCL,FS100282,36529,390.86,1.07,Maize,684.0,21497.3
2015-06-01,2015,6,Assam,HPCL,FS100283,10573,201.94,1.91,Sugarcane,353.39,11106.7
2015-07-01,2015,7,Assam,IOC,FS100284,31752,457.23,1.44,Molasses,800.15,25147.65
2015-08-01,2015,8,Assam,BPCL,FS100285,59693,1868.39,3.13,Maize,3269.68,102761.45
2015-09-01,2015,9,Assam,BPCL,FS100286,64133,1417.34,2.21,Maize,2480.34,77953.7
2015-10-01,2015,10,Assam,BPCL,FS100287,69268,1690.14,2.44,Molasses,2957.75,92957.7
2015-11-01,2015,11,Assam,BPCL,FS100288,30180,443.65,1.47,Molasses,776.39,24400.75
2015-12-01,2015,12,Assam,IOC,FS100289,9622,192.44,2.0,Maize,336.77,10584.2
2016-01-01,2016,1,Assam,IOC,FS100290,37402,1051.0,2.81,Maize,1839.25,57805.0
2016-02-01,2016,2,Assam,BPCL,FS100291,54828,1398.11,2.55,Molasses,2446.69,76896.05
2016-03-01,2016,3,Assam,IOC,FS100292,44397,519.44,1.17,Sugarcane,909.02,28569.2
2016-04-01,2016,4,Assam,BPCL,FS100293,46709,850.1,1.82,Molasses,1487.67,46755.5
2016-05-01,2016,5,Assam,HPCL,FS100294,61276,2156.92,3.52,Sugarcane,3774.61,118630.6
2016-06-01,2016,6,Assam,IOC,FS100295,32762,796.12,2.43,Broken Rice,1393.21,43786.6
2016-07-01,2016,7,Assam,HPCL,FS100296,31150,685.3,2.2,Molasses,1199.27,37691.5
2016-08-01,2016,8,Assam,BPCL,FS100297,29792,1888.81,6.34,Maize,3305.42,103884.55
2016-09-01,2016,9,Assam,BPCL,FS100298,39987,751.76,1.88,Molasses,1315.58,41346.8
2016-10-01,2016,10,Assam,HPCL,FS100299,32058,1112.41,3.47,Sugarcane,1946.72,61182.55
2016-11-01,2016,11,Assam,IOC,FS100300,9524,440.96,4.63,Broken Rice,771.68,24252.8
2016-12-01,2016,12,Assam,IOC,FS100301,43111,1073.46,2.49,Sugarcane,1878.56,59040.3
2017-01-01,2017,1,Assam,IOC,FS100302,63337,4496.93,7.1,Sugarcane,7869.63,247331.15
2017-02-01,2017,2,Assam,IOC,FS100303,32354,1336.22,4.13,Broken Rice,2338.39,73492.1
2017-03-01,2017,3,Assam,HPCL,FS100304,28581,1466.21,5.13,Maize,2565.87,80641.55
2017-04-01,2017,4,Assam,BPCL,FS100305,59474,3348.39,5.63,Molasses,5859.68,184161.45
2017-05-01,2017,5,Assam,IOC,FS100306,65134,3373.94,5.18,Molasses,5904.4,185566.7
2017-06-01,2017,6,Assam,BPCL,FS100307,8338,473.6,5.68,Molasses,828.8,26048.0
2017-07-01,2017,7,Assam,HPCL,FS100308,66053,3553.65,5.38,Sugarcane,6218.89,195450.75
2017-08-01,2017,8,Assam,IOC,FS100309,70552,3929.75,5.57,Maize,6877.06,216136.25
2017-09-01,2017,9,Assam,HPCL,FS100310,52813,2851.9,5.4,Broken Rice,4990.82,156854.5
2017-10-01,2017,10,Assam,HPCL,FS100311,32070,1411.08,4.4,Sugarcane,2469.39,77609.4
2017-11-01,2017,11,Assam,IOC,FS100312,62237,2576.61,4.14,Broken Rice,4509.07,141713.55
2017-12-01,2017,12,Assam,HPCL,FS100313,45265,2353.78,5.2,Broken Rice,4119.12,129457.9
2018-01-01,2018,1,Assam,HPCL,FS100314,60375,4443.6,7.36,Maize,7776.3,244398.0
2018-02-01,2018,2,Assam,HPCL,FS100315,65132,4735.1,7.27,Molasses,8286.43,260430.5
2018-03-01,2018,3,Assam,BPCL,FS100316,28662,911.45,3.18,Broken Rice,1595.04,50129.75
2018-04-01,2018,4,Assam,HPCL,FS100317,48998,3547.46,7.24,Molasses,6208.06,195110.3
2018-05-01,2018,5,Assam,HPCL,FS100318,15564,1171.97,7.53,Molasses,2050.95,64458.35
2018-06-01,2018,6,Assam,BPCL,FS100319,60393,3224.99,5.34,Sugarcane,5643.73,177374.45
2018-07-01,2018,7,Assam,BPCL,FS100320,47974,2936.01,6.12,Maize,5138.02,161480.55
2018-08-01,2018,8,Assam,BPCL,FS100321,53084,2494.95,4.7,Molasses,4366.16,137222.25
2018-09-01,2018,9,Assam,BPCL,FS100322,20984,862.44,4.11,Sugarcane,1509.27,47434.2
2018-10-01,2018,10,Assam,HPCL,FS100323,58072,377.47,0.65,Sugarcane,660.57,20760.85
2018-11-01,2018,11,Assam,HPCL,FS100324,10050,808.02,8.04,Broken Rice,1414.03,44441.1
2018-12-01,2018,12,Assam,IOC,FS100325,32951,1743.11,5.29,Maize,3050.44,95871.05
2019-01-01,2019,1,Assam,BPCL,FS100326,48600,1764.18,3.63,Maize,3087.32,97029.9
2019-02-01,2019,2,Assam,IOC,FS100327,43400,1779.4,4.1,Sugarcane,3113.95,97867.0
2019-03-01,2019,3,Assam,HPCL,FS100328,51001,1902.34,3.73,Sugarcane,3329.09,104628.7
2019-04-01,2019,4,Assam,IOC,FS100329,53028,2683.22,5.06,Sugarcane,4695.63,147577.1
2019-05-01,2019,5,Assam,HPCL,FS100330,37757,2843.1,7.53,Molasses,4975.43,156370.5
2019-06-01,2019,6,Assam,IOC,FS100331,56280,2915.3,5.18,Maize,5101.78,160341.5
2019-07-01,2019,7,Assam,HPCL,FS100332,46197,2453.06,5.31,Molasses,4292.85,134918.3
2019-08-01,2019,8,Assam,IOC,FS100333,42157,1816.97,4.31,Broken Rice,3179.7,99933.35
2019-09-01,2019,9,Assam,BPCL,FS100334,35376,1623.76,4.59,Broken Rice,2841.58,89306.8
2019-10-01,2019,10,Assam,BPCL,FS100335,22199,983.42,4.43,Broken Rice,1720.98,54088.1
2019-11-01,2019,11,Assam,BPCL,FS100336,34685,2906.6,8.38,Sugarcane,5086.55,159863.0
2019-12-01,2019,12,Assam,IOC,FS100337,32578,1459.49,4.48,Molasses,2554.11,80271.95
2020-01-01,2020,1,Assam,HPCL,FS100338,68504,6090.01,8.89,Maize,10657.52,334950.55
2020-02-01,2020,2,Assam,IOC,FS100339,42701,3176.95,7.44,Molasses,5559.66,174732.25
2020-03-01,2020,3,Assam,IOC,FS100340,51642,661.02,1.28,Maize,1156.78,36356.1
2020-04-01,2020,4,Assam,IOC,FS100341,25602,1065.04,4.16,Sugarcane,1863.82,58577.2
2020-05-01,2020,5,Assam,IOC,FS100342,50520,3334.32,6.6,Maize,5835.06,183387.6
2020-06-01,2020,6,Assam,IOC,FS100343,58106,3893.1,6.7,Broken Rice,6812.93,214120.5
2020-07-01,2020,7,Assam,BPCL,FS100344,49873,2748.0,5.51,Molasses,4809.0,151140.0
2020-08-01,2020,8,Assam,BPCL,FS100345,17903,1111.78,6.21,Sugarcane,1945.62,61147.9
2020-09-01,2020,9,Assam,IOC,FS100346,10396,51.98,0.5,Molasses,90.96,2858.9
2020-10-01,2020,10,Assam,HPCL,FS100347,9591,399.94,4.17,Maize,699.89,21996.7
2020-11-01,2020,11,Assam,BPCL,FS100348,15314,392.04,2.56,Molasses,686.07,21562.2
2020-12-01,2020,12,Assam,IOC,FS100349,73082,5093.82,6.97,Broken Rice,8914.18,280160.1
2021-01-01,2021,1,Assam,IOC,FS100350,77274,7356.48,9.52,Sugarcane,12873.84,404606.4
2021-02-01,2021,2,Assam,BPCL,FS100351,30534,3215.23,10.53,Molasses,5626.65,176837.65
2021-03-01,2021,3,Assam,IOC,FS100352,62302,4971.7,7.98,Broken Rice,8700.48,273443.5
2021-04-01,2021,4,Assam,HPCL,FS100353,10719,1037.6,9.68,Maize,1815.8,57068.0
2021-05-01,2021,5,Assam,HPCL,FS100354,26787,1647.4,6.15,Sugarcane,2882.95,90607.0
2021-06-01,2021,6,Assam,BPCL,FS100355,65932,6263.54,9.5,Maize,10961.19,344494.7
2021-07-01,2021,7,Assam,IOC,FS100356,42832,3700.68,8.64,Molasses,6476.19,203537.4
2021-08-01,2021,8,Assam,HPCL,FS100357,20987,1727.23,8.23,Maize,3022.65,94997.65
2021-09-01,2021,9,Assam,IOC,FS100358,37257,2604.26,6.99,Broken Rice,4557.45,143234.3
2021-10-01,2021,10,Assam,IOC,FS100359,21281,1319.42,6.2,Molasses,2308.99,72568.1
2021-11-01,2021,11,Assam,HPCL,FS100360,13084,1284.85,9.82,Molasses,2248.49,70666.75
2021-12-01,2021,12,Assam,BPCL,FS100361,53539,4620.42,8.63,Molasses,8085.74,254123.1
2022-01-01,2022,1,Assam,BPCL,FS100362,71888,10085.89,14.03,Molasses,17650.31,554723.95
2022-02-01,2022,2,Assam,BPCL,FS100363,28953,1893.53,6.54,Maize,3313.68,104144.15
2022-03-01,2022,3,Assam,HPCL,FS100364,65372,7524.32,11.51,Maize,13167.56,413837.6
2022-04-01,2022,4,Assam,HPCL,FS100365,15813,1315.64,8.32,Sugarcane,2302.37,72360.2
2022-05-01,2022,5,Assam,HPCL,FS100366,52569,4294.89,8.17,Broken Rice,7516.06,236218.95
2022-06-01,2022,6,Assam,BPCL,FS100367,21025,2693.3,12.81,Maize,4713.28,148131.5
2022-07-01,2022,7,Assam,IOC,FS100368,76878,3866.96,5.03,Molasses,6767.18,212682.8
2022-08-01,2022,8,Assam,HPCL,FS100369,25482,598.83,2.35,Sugarcane,1047.95,32935.65
2022-09-01,2022,9,Assam,BPCL,FS100370,30042,4268.97,14.21,Broken Rice,7470.7,234793.35
2022-10-01,2022,10,Assam,HPCL,FS100371,52413,7799.05,14.88,Sugarcane,13648.34,428947.75
2022-11-01,2022,11,Assam,IOC,FS100372,20857,752.94,3.61,Sugarcane,1317.64,41411.7
2022-12-01,2022,12,Assam,BPCL,FS100373,9980,816.36,8.18,Broken Rice,1428.63,44899.8
2023-01-01,2023,1,Assam,HPCL,FS100374,34385,4903.3,14.26,Molasses,8580.77,269681.5
2023-02-01,2023,2,Assam,HPCL,FS100375,26639,4134.37,15.52,Molasses,7235.15,227390.35
2023-03-01,2023,3,Assam,HPCL,FS100376,44444,4742.17,10.67,Molasses,8298.8,260819.35
2023-04-01,2023,4,Assam,IOC,FS100377,38707,4021.66,10.39,Molasses,7037.9,221191.3
2023-05-01,2023,5,Assam,HPCL,FS100378,13655,1319.07,9.66,Broken Rice,2308.37,72548.85
2023-06-01,2023,6,Assam,BPCL,FS100379,23251,3859.67,16.6,Broken Rice,6754.42,212281.85
2023-07-01,2023,7,Assam,BPCL,FS100380,19536,1560.93,7.99,Broken Rice,2731.63,85851.15
2023-08-01,2023,8,Assam,BPCL,FS100381,59027,7248.52,12.28,Molasses,12684.91,398668.6
2023-09-01,2023,9,Assam,IOC,FS100382,13109,1309.59,9.99,Maize,2291.78,72027.45
2023-10-01,2023,10,Assam,IOC,FS100383,62615,6555.79,10.47,Sugarcane,11472.63,360568.45
2023-11-01,2023,11,Assam,HPCL,FS100384,34589,3905.1,11.29,Molasses,6833.93,214780.5
2023-12-01,2023,12,Assam,BPCL,FS100385,70046,8678.7,12.39,Maize,15187.73,477328.5
2024-01-01,2024,1,Assam,BPCL,FS100386,59195,12726.92,21.5,Molasses,22272.11,699980.6
2024-02-01,2024,2,Assam,BPCL,FS100387,38087,7579.31,19.9,Sugarcane,13263.79,416862.05
2024-03-01,2024,3,Assam,HPCL,FS100388,47499,5875.63,12.37,Maize,10282.35,323159.65
2024-04-01,2024,4,Assam,IOC,FS100389,46559,8483.05,18.22,Maize,14845.34,466567.75
2024-05-01,2024,5,Assam,HPCL,FS100390,43488,3331.18,7.66,Molasses,5829.56,183214.9
2024-06-01,2024,6,Assam,BPCL,FS100391,30431,4655.94,15.3,Molasses,8147.89,256076.7
2024-07-01,2024,7,Assam,BPCL,FS100392,53004,8560.15,16.15,Molasses,14980.26,470808.25
2024-08-01,2024,8,Assam,BPCL,FS100393,64985,7460.28,11.48,Sugarcane,13055.49,410315.4
2024-09-01,2024,9,Assam,BPCL,FS100394,58861,9935.74,16.88,Broken Rice,17387.54,546465.7
2024-10-01,2024,10,Assam,BPCL,FS100395,76577,7596.44,9.92,Maize,13293.77,417804.2
2024-11-01,2024,11,Assam,BPCL,FS100396,65660,11654.65,17.75,Broken Rice,20395.64,641005.75
2024-12-01,2024,12,Assam,HPCL,FS100397,9925,1640.6,16.53,Broken Rice,2871.05,90233.0
2025-01-01,2025,1,Assam,IOC,FS100398,41320,8883.8,21.5,Maize,15546.65,488609.0
2025-02-01,2025,2,Assam,BPCL,FS100399,34289,7372.14,21.5,Molasses,12901.25,405467.7
2025-03-01,2025,3,Assam,BPCL,FS100400,34630,7445.45,21.5,Molasses,13029.54,409499.75
2025-04-01,2025,4,Assam,HPCL,FS100401,74435,11611.86,15.6,Molasses,20320.76,638652.3
2025-05-01,2025,5,Assam,BPCL,FS100402,64446,11935.4,18.52,Maize,20886.95,656447.0
2025-06-01,2025,6,Assam,IOC,FS100403,44877,9648.56,21.5,Molasses,16884.98,530670.8
2025-07-01,2025,7,Assam,HPCL,FS100404,10356,1270.68,12.27,Maize,2223.69,69887.4
2025-08-01,2025,8,Assam,HPCL,FS100405,28049,4386.86,15.64,Molasses,7677.0,241277.3
2025-09-01,2025,9,Assam,BPCL,FS100406,10920,1134.59,10.39,Maize,1985.53,62402.45
2025-10-01,2025,10,Assam,HPCL,FS100407,68315,14687.73,21.5,Broken Rice,25703.53,807825.15
2025-11-01,2025,11,Assam,BPCL,FS100408,63230,10002.99,15.82,Broken Rice,17505.23,550164.45
2025-12-01,2025,12,Assam,HPCL,FS100409,38027,7841.17,20.62,Sugarcane,13722.05,431264.35
2026-01-01,2026,1,Assam,IOC,FS100410,55908,10823.79,19.36,Maize,18941.63,595308.45
2026-02-01,2026,2,Assam,BPCL,FS100411,47063,10118.55,21.5,Molasses,17707.46,556520.25
2026-03-01,2026,3,Assam,BPCL,FS100412,33849,7277.53,21.5,Sugarcane,12735.68,400264.15
2026-04-01,2026,4,Assam,IOC,FS100413,30015,6453.22,21.5,Maize,11293.14,354927.1
2026-05-01,2026,5,Assam,BPCL,FS100414,20201,3795.77,18.79,Broken Rice,6642.6,208767.35
2026-06-01,2026,6,Assam,HPCL,FS100415,53241,11446.82,21.5,Broken Rice,20031.93,629575.1
2026-07-01,2026,7,Assam,BPCL,FS100416,65056,13987.04,21.5,Sugarcane,24477.32,769287.2
2015-01-01,2015,1,Bihar,HPCL,FS100417,27975,313.32,1.12,Maize,548.31,17232.6
2015-02-01,2015,2,Bihar,BPCL,FS100418,57153,588.68,1.03,Broken Rice,1030.19,32377.4
2015-03-01,2015,3,Bihar,HPCL,FS100419,72324,2176.95,3.01,Sugarcane,3809.66,119732.25
2015-04-01,2015,4,Bihar,BPCL,FS100420,78135,1070.45,1.37,Sugarcane,1873.29,58874.75
2015-05-01,2015,5,Bihar,HPCL,FS100421,77350,1469.65,1.9,Sugarcane,2571.89,80830.75
2015-06-01,2015,6,Bihar,BPCL,FS100422,75649,1709.67,2.26,Sugarcane,2991.92,94031.85
2015-07-01,2015,7,Bihar,HPCL,FS100423,21760,422.14,1.94,Sugarcane,738.75,23217.7
2015-08-01,2015,8,Bihar,IOC,FS100424,52738,479.92,0.91,Broken Rice,839.86,26395.6
2015-09-01,2015,9,Bihar,BPCL,FS100425,79260,1434.61,1.81,Maize,2510.57,78903.55
2015-10-01,2015,10,Bihar,BPCL,FS100426,31499,573.28,1.82,Molasses,1003.24,31530.4
2015-11-01,2015,11,Bihar,IOC,FS100427,79635,2277.56,2.86,Sugarcane,3985.73,125265.8
2015-12-01,2015,12,Bihar,IOC,FS100428,17847,462.24,2.59,Broken Rice,808.92,25423.2
2016-01-01,2016,1,Bihar,HPCL,FS100429,26309,1239.15,4.71,Broken Rice,2168.51,68153.25
2016-02-01,2016,2,Bihar,HPCL,FS100430,8281,242.63,2.93,Sugarcane,424.6,13344.65
2016-03-01,2016,3,Bihar,IOC,FS100431,47030,1307.43,2.78,Sugarcane,2288.0,71908.65
2016-04-01,2016,4,Bihar,HPCL,FS100432,33611,1183.11,3.52,Maize,2070.44,65071.05
2016-05-01,2016,5,Bihar,BPCL,FS100433,43057,977.39,2.27,Molasses,1710.43,53756.45
2016-06-01,2016,6,Bihar,HPCL,FS100434,64503,2180.2,3.38,Broken Rice,3815.35,119911.0
2016-07-01,2016,7,Bihar,HPCL,FS100435,76785,2887.12,3.76,Broken Rice,5052.46,158791.6
2016-08-01,2016,8,Bihar,HPCL,FS100436,40556,839.51,2.07,Molasses,1469.14,46173.05
2016-09-01,2016,9,Bihar,BPCL,FS100437,12470,425.23,3.41,Maize,744.15,23387.65
2016-10-01,2016,10,Bihar,BPCL,FS100438,21669,784.42,3.62,Sugarcane,1372.73,43143.1
2016-11-01,2016,11,Bihar,IOC,FS100439,56320,1436.16,2.55,Broken Rice,2513.28,78988.8
2016-12-01,2016,12,Bihar,HPCL,FS100440,63409,2200.29,3.47,Broken Rice,3850.51,121015.95
2017-01-01,2017,1,Bihar,BPCL,FS100441,32089,1521.02,4.74,Sugarcane,2661.78,83656.1
2017-02-01,2017,2,Bihar,HPCL,FS100442,45208,1632.01,3.61,Molasses,2856.02,89760.55
2017-03-01,2017,3,Bihar,BPCL,FS100443,39890,1838.93,4.61,Molasses,3218.13,101141.15
2017-04-01,2017,4,Bihar,HPCL,FS100444,34984,1728.21,4.94,Molasses,3024.37,95051.55
2017-05-01,2017,5,Bihar,BPCL,FS100445,44059,2493.74,5.66,Maize,4364.05,137155.7
2017-06-01,2017,6,Bihar,BPCL,FS100446,68576,1254.94,1.83,Maize,2196.14,69021.7
2017-07-01,2017,7,Bihar,IOC,FS100447,35208,1961.09,5.57,Sugarcane,3431.91,107859.95
2017-08-01,2017,8,Bihar,IOC,FS100448,37165,1230.16,3.31,Sugarcane,2152.78,67658.8
2017-09-01,2017,9,Bihar,BPCL,FS100449,72965,2714.3,3.72,Broken Rice,4750.03,149286.5
2017-10-01,2017,10,Bihar,BPCL,FS100450,25772,943.26,3.66,Maize,1650.7,51879.3
2017-11-01,2017,11,Bihar,HPCL,FS100451,9367,497.39,5.31,Sugarcane,870.43,27356.45
2017-12-01,2017,12,Bihar,BPCL,FS100452,35723,796.62,2.23,Maize,1394.09,43814.1
2018-01-01,2018,1,Bihar,BPCL,FS100453,17108,1204.4,7.04,Broken Rice,2107.7,66242.0
2018-02-01,2018,2,Bihar,HPCL,FS100454,16927,1501.42,8.87,Molasses,2627.49,82578.1
2018-03-01,2018,3,Bihar,IOC,FS100455,30443,2115.79,6.95,Broken Rice,3702.63,116368.45
2018-04-01,2018,4,Bihar,BPCL,FS100456,68233,1992.4,2.92,Maize,3486.7,109582.0
2018-05-01,2018,5,Bihar,BPCL,FS100457,30612,1698.97,5.55,Maize,2973.2,93443.35
2018-06-01,2018,6,Bihar,BPCL,FS100458,39348,247.89,0.63,Molasses,433.81,13633.95
2018-07-01,2018,7,Bihar,IOC,FS100459,12760,1149.68,9.01,Maize,2011.94,63232.4
2018-08-01,2018,8,Bihar,IOC,FS100460,54819,1178.61,2.15,Maize,2062.57,64823.55
2018-09-01,2018,9,Bihar,HPCL,FS100461,34966,1853.2,5.3,Broken Rice,3243.1,101926.0
2018-10-01,2018,10,Bihar,BPCL,FS100462,16906,770.91,4.56,Maize,1349.09,42400.05
2018-11-01,2018,11,Bihar,HPCL,FS100463,53379,3037.27,5.69,Broken Rice,5315.22,167049.85
2018-12-01,2018,12,Bihar,IOC,FS100464,14012,515.64,3.68,Sugarcane,902.37,28360.2
2019-01-01,2019,1,Bihar,IOC,FS100465,44378,2241.09,5.05,Molasses,3921.91,123259.95
2019-02-01,2019,2,Bihar,IOC,FS100466,62691,6526.13,10.41,Broken Rice,11420.73,358937.15
2019-03-01,2019,3,Bihar,BPCL,FS100467,20289,1525.73,7.52,Maize,2670.03,83915.15
2019-04-01,2019,4,Bihar,IOC,FS100468,52139,1913.5,3.67,Sugarcane,3348.62,105242.5
2019-05-01,2019,5,Bihar,BPCL,FS100469,71646,3696.93,5.16,Broken Rice,6469.63,203331.15
2019-06-01,2019,6,Bihar,HPCL,FS100470,14441,853.46,5.91,Broken Rice,1493.56,46940.3
2019-07-01,2019,7,Bihar,BPCL,FS100471,67189,2526.31,3.76,Broken Rice,4421.04,138947.05
2019-08-01,2019,8,Bihar,IOC,FS100472,73429,4295.6,5.85,Molasses,7517.3,236258.0
2019-09-01,2019,9,Bihar,BPCL,FS100473,17435,829.91,4.76,Sugarcane,1452.34,45645.05
2019-10-01,2019,10,Bihar,IOC,FS100474,39401,2592.59,6.58,Maize,4537.03,142592.45
2019-11-01,2019,11,Bihar,IOC,FS100475,42084,1287.77,3.06,Maize,2253.6,70827.35
2019-12-01,2019,12,Bihar,BPCL,FS100476,44041,2210.86,5.02,Molasses,3869.01,121597.3
2020-01-01,2020,1,Bihar,IOC,FS100477,73481,6334.06,8.62,Maize,11084.61,348373.3
2020-02-01,2020,2,Bihar,IOC,FS100478,25633,899.72,3.51,Broken Rice,1574.51,49484.6
2020-03-01,2020,3,Bihar,IOC,FS100479,57104,3797.42,6.65,Broken Rice,6645.49,208858.1
2020-04-01,2020,4,Bihar,BPCL,FS100480,48390,1824.3,3.77,Molasses,3192.53,100336.5
2020-05-01,2020,5,Bihar,HPCL,FS100481,35213,1566.98,4.45,Maize,2742.22,86183.9
2020-06-01,2020,6,Bihar,IOC,FS100482,40117,2968.66,7.4,Sugarcane,5195.15,163276.3
2020-07-01,2020,7,Bihar,IOC,FS100483,63754,1753.23,2.75,Broken Rice,3068.15,96427.65
2020-08-01,2020,8,Bihar,HPCL,FS100484,47532,3417.55,7.19,Molasses,5980.71,187965.25
2020-09-01,2020,9,Bihar,BPCL,FS100485,22210,2092.18,9.42,Molasses,3661.31,115069.9
